ProbeSet_ID,Gene_Symbol,Gene_Description,NCBI_ID,FC,P.Value,adj.P.Val,mean_naive,mean_6d,
10554445,Prc1,protein regulator of cytokinesis 1,233406,0.08,1.95889619699873e-12,7.87413080993586e-10,36,446,
10518352,Hmgb2,high mobility group box 2,97165,0.078,4.22974513527593e-13,2.16004419590571e-10,205,2617,
10508986,Stmn1,stathmin 1,16765,0.078,9.60268213675381e-13,4.2735365037889e-10,140,1786,
10379127,Spag5,sperm associated antigen 5,54141,0.078,1.41961548234873e-11,3.15889795099063e-09,31,401,
10562637,Ccnb1,cyclin B1,268697,0.077,4.18098405059383e-13,2.16004419590571e-10,42,543,
10425161,Lgals1,lectin galactose binding soluble 1,16852,0.075,4.0233164120493e-13,2.16004419590571e-10,559,7439,
10515836,Ccnb1,cyclin B1,268697,0.075,2.73828763854728e-11,4.87593910192935e-09,24,318,
10462866,Cep55,centrosomal protein 55,74107,0.075,2.15911333834959e-12,8.1529428209619e-10,28,370,
10496204,Cenpe,centromere protein E,229841,0.074,4.22106318962494e-10,4.57379725268838e-08,22,297,
10350838,2810417H13Rik,RIKEN cDNA 2810417H13 gene,68026,0.074,3.06418904685851e-13,1.9091429856452e-10,100,1353,
10557156,Plk1,polo-like kinase 1 (Drosophila),18817,0.073,8.80947485356345e-13,3.99181331455469e-10,63,860,
10513818,Stmn1,stathmin 1,16765,0.072,5.95882619838223e-13,2.80449634408035e-10,130,1793,
10385248,Hmmr,hyaluronan mediated motility receptor (RHAMM),15366,0.072,2.3800916008292e-11,4.49368506635343e-09,14,197,
10515431,Kif2c,kinesin family member 2C,73804,0.072,3.77286277046774e-13,2.13698377194539e-10,36,500,
10474875,Casc5,cancer susceptibility candidate 5,76464,0.071,3.7484550106634e-12,1.21718235323811e-09,34,474,
10510172,Hmgb2,high mobility group box 2,97165,0.07,3.43572331700587e-13,1.9912813141028e-10,172,2446,
10467578,Pik3ap1,phosphoinositide-3-kinase adaptor protein 1,83490,0.07,1.7260286721448e-11,3.64543106501633e-09,75,1068,
10518350,Hmgb2,high mobility group box 2,97165,0.07,2.52266762192327e-13,1.65447164404136e-10,208,2987,
10563883,Depdc1a,DEP domain containing 1a,76131,0.07,2.64730901527146e-11,4.82742281173813e-09,16,234,
10484888,Ptprj,protein tyrosine phosphatase receptor type J,19271,0.069,6.42227213650974e-12,1.83972259984018e-09,43,615,
10474769,Bub1b,budding uninhibited by benzimidazoles 1 homolog beta (S. cerevisiae),12236,0.066,3.42191736354078e-13,1.9912813141028e-10,37,553,
10590494,Kif15,kinesin family member 15,209737,0.065,5.89074766983807e-12,1.70708387706633e-09,45,686,
10601011,Kif4,kinesin family member 4,16571,0.065,4.24693706762619e-13,2.16004419590571e-10,21,324,
10540472,Bhlhe40,basic helix-loop-helix family member e40,20893,0.065,5.85455566324664e-11,8.98681475512252e-09,38,594,
10571870,Hmgb2,high mobility group box 2,97165,0.063,1.07248011582044e-13,1.02801344024912e-10,185,2914,
10412218,Gzmk,granzyme K,14945,0.063,1.49827173641151e-12,6.43791865773235e-10,28,444,
10563780,E2f8,E2F transcription factor 8,108961,0.059,4.71490807475459e-12,1.45067825974116e-09,40,668,
10359890,Nuf2,NUF2 NDC80 kinetochore complex component homolog (S. cerevisiae),66977,0.059,1.32825006016633e-13,1.18223742855233e-10,33,564,
10484894,Ptprj,protein tyrosine phosphatase receptor type J,19271,0.059,2.34512654793236e-13,1.57960118452893e-10,29,499,
10493812,S100a4,S100 calcium binding protein A4,20198,0.057,2.44843272849611e-12,8.71712006565431e-10,38,667,
10390328,Tbx21,T-box 21,57765,0.057,4.36982594921989e-14,4.95021828665718e-11,118,2059,
10576639,Nrp1,neuropilin 1,18186,0.056,5.60279689466724e-14,5.58531616835588e-11,37,658,
10399087,Ncapg2,non-SMC condensin II complex subunit G2,76044,0.052,3.35553816545671e-13,1.9912813141028e-10,43,839,
10497122,Depdc1a,DEP domain containing 1a,76131,0.05,8.77229034397873e-13,3.99181331455469e-10,15,302,
10477187,Tpx2,TPX2 microtubule-associated protein homolog (Xenopus laevis),72119,0.05,3.6047512791834e-14,4.83257383990681e-11,39,780,
10409876,Ctla2a,cytotoxic T lymphocyte-associated protein 2 alpha,13024,0.048,5.33013033968919e-11,8.46098779144803e-09,26,554,
10360173,Slamf7,SLAM family member 7,75345,0.048,4.85401500365929e-14,5.25964182266073e-11,74,1562,
10597743,Cx3cr1,chemokine (C-X3-C) receptor 1,13051,0.045,2.54193481820743e-14,3.95938122121034e-11,87,1921,
10586744,Anxa2,annexin A2,12306,0.045,3.68425098139112e-14,4.83257383990681e-11,93,2074,
10404063,Hist1h2ab,histone cluster 1 H2ab,319172,0.044,1.52333073633103e-13,1.2654816203614e-10,21,481,
10345824,Il18rap,interleukin 18 receptor accessory protein,16174,0.044,1.89148719340845e-12,7.72781046461073e-10,122,2764,
10594774,Ccnb2,cyclin B2,12442,0.043,4.2880573413669e-14,4.95021828665718e-11,74,1712,
10548401,Klrc2,killer cell lectin-like receptor subfamily C member 2,16642,0.043,1.35431477687048e-11,3.06838480628783e-09,18,422,
10557862,Itgam,integrin alpha M,16409,0.042,2.93933429464609e-14,4.30906407595117e-11,44,1045,
10466606,Anxa1,annexin A1,16952,0.042,1.12023937169239e-11,2.74000531595805e-09,28,655,
10586448,2810417H13Rik,RIKEN cDNA 2810417H13 gene,68026,0.042,1.71956302399742e-13,1.28013754189621e-10,41,980,
10521731,Ncapg,non-SMC condensin I complex subunit G,54392,0.042,2.0780908429046e-13,1.47971942819624e-10,28,665,
10571399,Zdhhc2,zinc finger DHHC domain containing 2,70546,0.041,1.26811210262496e-14,2.63365748513493e-11,17,409,
10544660,Osbpl3,oxysterol binding protein-like 3,71720,0.041,4.09835920379951e-14,4.95021828665718e-11,68,1672,
10487480,Bub1,budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae),12235,0.04,5.49724409484327e-13,2.70564857763092e-10,18,454,
10429580,I830127L07Rik,RIKEN cDNA I830127L07 gene,546643,0.04,1.80790684533001e-14,3.21833245709389e-11,22,537,
10394978,Rrm2,ribonucleotide reductase M2,20135,0.04,5.06550849730833e-14,5.26010844874659e-11,50,1258,
10462796,Kif11,kinesin family member 11,16551,0.037,7.00405149125814e-15,2.152724687973e-11,32,867,
10390707,Top2a,topoisomerase (DNA) II alpha,21973,0.033,1.37835548147064e-14,2.64241348532394e-11,58,1734,
10408081,Hist1h1b,histone cluster 1 H1b,56702,0.031,1.00085040851203e-14,2.26756308008517e-11,127,4137,
10497831,Ccna2,cyclin A2,12428,0.03,1.939742836643e-14,3.22281806498779e-11,49,1620,
10568714,Mki67,antigen identified by monoclonal antibody Ki 67,17345,0.029,1.60347215480015e-13,1.28013754189621e-10,58,2015,
10590631,Ccr2,chemokine (C-C motif) receptor 2,12772,0.021,8.277661758751e-15,2.152724687973e-11,28,1331,
10389207,Ccl5,chemokine (C-C motif) ligand 5,20304,0.021,2.92942136009068e-13,1.87197536246615e-10,181,8706,
10607738,Car5b,carbonic anhydrase 5b mitochondrial,56078,0.021,4.15546243836473e-15,1.77813280870634e-11,23,1115,
10590635,Ccr5,chemokine (C-C motif) receptor 5,12774,0.02,1.41297387265355e-15,1.3425304517941e-11,32,1601,
10493820,S100a6,S100 calcium binding protein A6 (calcyclin),20200,0.018,1.6818444628839e-13,1.28013754189621e-10,36,1967,
10384458,Plek,pleckstrin,56193,0.018,1.61607870772101e-15,1.3425304517941e-11,43,2379,
10557895,Itgax,integrin alpha X,16411,0.017,1.12887323418651e-15,1.3425304517941e-11,37,2226,
10547590,Klrg1,killer cell lectin-like receptor subfamily G member 1,50928,0.012,8.63784884027365e-15,2.152724687973e-11,31,2588,
10420308,Gzmb,granzyme B,14939,0.011,8.46385912881756e-15,2.152724687973e-11,61,5430,
10412211,Gzma,granzyme A,14938,0.01,4.28087507111709e-15,1.77813280870634e-11,32,3191,
10548409,Klrc1,killer cell lectin-like receptor subfamily C member 1,16641,0.008,4.1342970849878e-15,1.77813280870634e-11,17,2069,
